TRADENAME,ADDRESS,LICENCETYPES,COMDISTNM,JOBSTATUSDESC,JOBCREATED,longitude,latitude,location,Count,, 
GINGER BEEF BISTRO HOUSE,#400 388 COUNTRY HILLS BV NE,FOOD SERVICE - PREMISES (SEATING),COUNTRY HILLS VILLAGE,RENEWAL LICENSED,12/19/2011 12:00:00 AM,-114.067978043459,51.1550982677829,"(51.1550982677829, -114.067978043459)",1,,
SUBWAY SANDWICHES & SALADS,#6 141 CROWFOOT WY NW,FOOD SERVICE - PREMISES (SEATING),ARBOUR LAKE,RENEWAL LICENSED,03/05/1996 12:00:00 AM,-114.207794536785,51.1254413567279,"(51.1254413567279, -114.207794536785)",1,,
COURTYARD BY MARRIOTT & RESIDENCE INN BY MARRIOT,3750 MARKET ST SE,FOOD SERVICE - PREMISES (SEATING),SETON,RENEWAL LICENSED,11/26/2015 12:00:00 AM,-113.955763220006,50.880129798299,"(50.880129798299, -113.955763220006)",1,,
KHAO SAN THAI KITCHEN,1314 17 AV SW,FOOD SERVICE - PREMISES (SEATING),BELTLINE,RENEWAL LICENSED,05/07/2012 12:00:00 AM,-114.092532602961,51.0381458367376,"(51.0381458367376, -114.092532602961)",1,,
STARBUCKS COFFEE #4403,#14 1200 37 ST SW,FOOD SERVICE - PREMISES (SEATING),ROSSCARROCK,RENEWAL LICENSED,01/24/2001 12:00:00 AM,-114.139783334929,51.0422406294626,"(51.0422406294626, -114.139783334929)",1,,
PIG & DUKE PUB,503 4 AV SW,FOOD SERVICE - PREMISES (SEATING),DOWNTOWN COMMERCIAL CORE,RENEWAL LICENSED,11/07/2014 12:00:00 AM,-114.072260371729,51.0493249863351,"(51.0493249863351, -114.072260371729)",1,,
FATBURGER,#310 19489 SETON CR SE,FOOD SERVICE - PREMISES (SEATING),SETON,LICENSED,02/13/2017 12:00:00 AM,-113.957327774414,50.8811734889523,"(50.8811734889523, -113.957327774414)",1,,
KABUKU,#103 414 3 ST SW,FOOD SERVICE - PREMISES (SEATING),DOWNTOWN COMMERCIAL CORE,RENEWAL LICENSED,03/05/2008 12:00:00 AM,-114.069747706174,51.0489080355084,"(51.0489080355084, -114.069747706174)",1,,
SAVE ON FOODS,155 WALDEN GA SE,FOOD SERVICE - PREMISES (SEATING),WALDEN,RENEWAL LICENSED,10/24/2013 12:00:00 AM,-114.038649195174,50.8749317816767,"(50.8749317816767, -114.038649195174)",1,,
COAST PLAZA HOTEL,1316 33 ST NE,FOOD SERVICE - PREMISES (SEATING),FRANKLIN,RENEWAL LICENSED,02/10/1995 12:00:00 AM,-113.985076605227,51.0645986061197,"(51.0645986061197, -113.985076605227)",1,,
SSOME,#114 1111 6 AV SW,FOOD SERVICE - PREMISES (SEATING),DOWNTOWN WEST END,RENEWAL LICENSED,03/08/2016 12:00:00 AM,-114.086712233143,51.0478393832891,"(51.0478393832891, -114.086712233143)",1,,
SOUTH ST BURGER,#215 409 EAST HILLS BV SE,FOOD SERVICE - PREMISES (SEATING),BELVEDERE,RENEWAL LICENSED,02/01/2016 12:00:00 AM,-113.908576024165,51.0399193654203,"(51.0399193654203, -113.908576024165)",1,,
SIDE STREET PUB AND GRILL,1161 KENSINGTON CR NW,FOOD SERVICE - PREMISES (SEATING),HILLHURST,RENEWAL LICENSED,01/29/2014 12:00:00 AM,-114.089391124665,51.0519253893056,"(51.0519253893056, -114.089391124665)",1,,
MOXIE'S RESTAURANT,120 STEWART GR SW,FOOD SERVICE - PREMISES (SEATING),SIGNAL HILL,RENEWAL LICENSED,03/03/1998 12:00:00 AM,-114.167262470383,51.0170467933965,"(51.0170467933965, -114.167262470383)",1,,
MUCHO BURRITO,#721 388 COUNTRY HILLS BV NE,FOOD SERVICE - PREMISES (SEATING),COUNTRY HILLS VILLAGE,RENEWAL LICENSED,03/25/2010 12:00:00 AM,-114.066835323596,51.1541415259579,"(51.1541415259579, -114.066835323596)",1,,
SPIROS PIZZA & SPAGHETTI HOUSE,1902 33 ST SW,FOOD SERVICE - PREMISES (SEATING),KILLARNEY/GLENGARRY,RENEWAL LICENSED,03/10/2004 12:00:00 AM,-114.135124979582,51.0376531898316,"(51.0376531898316, -114.135124979582)",1,,
DELICIOUS THAI,#2C 314 10 ST NW,FOOD SERVICE - PREMISES (SEATING),SUNNYSIDE,RENEWAL LICENSED,03/25/2008 12:00:00 AM,-114.085541028684,51.0545046482678,"(51.0545046482678, -114.085541028684)",1,,
ORIGINAL DONAIR,#514 19369 SHERIFF KING ST SW,FOOD SERVICE - PREMISES (SEATING),SILVERADO,RENEWAL LICENSED,03/17/2016 12:00:00 AM,-114.07131695366,50.8793157440654,"(50.8793157440654, -114.07131695366)",1,,
STARBUCKS COFFEE #4853,#500 15566 MCIVOR BV SE,FOOD SERVICE - PREMISES (SEATING),COPPERFIELD,RENEWAL LICENSED,08/22/2007 12:00:00 AM,-113.950240382983,50.9133146922414,"(50.9133146922414, -113.950240382983)",1,,
PRESSD THE SANDWICH COMPANY,#110 2851 SUNRIDGE BV NE,FOOD SERVICE - PREMISES (SEATING),SUNRIDGE,EXPIRED,06/02/2016 12:00:00 AM,-113.992433720755,51.076239223593,"(51.076239223593, -113.992433720755)",1,,
RED'S IN KENSINGTON,292 10 ST NW,FOOD SERVICE - PREMISES (SEATING),SUNNYSIDE,LICENSED,01/20/2017 12:00:00 AM,-114.085483757339,51.0537469560559,"(51.0537469560559, -114.085483757339)",1,,
STARBUCKS COFFEE # 4543,#605 130 COUNTRY VILLAGE RD NE,FOOD SERVICE - PREMISES (SEATING),COVENTRY HILLS,RENEWAL LICENSED,10/22/2004 12:00:00 AM,-114.065093955449,51.1609330924477,"(51.1609330924477, -114.065093955449)",1,,
FRESHII,#240 555 8 AV SW,FOOD SERVICE - PREMISES (SEATING),DOWNTOWN COMMERCIAL CORE,RENEWAL LICENSED,06/18/2015 12:00:00 AM,-114.072690294084,51.0453501980764,"(51.0453501980764, -114.072690294084)",1,,
PALACE THEATRE (THE),219 8 AV SW,FOOD SERVICE - PREMISES (SEATING),DOWNTOWN COMMERCIAL CORE,RENEWAL LICENSED,03/21/2007 12:00:00 AM,-114.066514445929,51.0453854028135,"(51.0453854028135, -114.066514445929)",1,,
SHILLELAGH'S PUB,#323 1851 SIROCCO DR SW,FOOD SERVICE - PREMISES (SEATING),SIGNAL HILL,RENEWAL LICENSED,05/19/2004 12:00:00 AM,-114.167774190061,51.0374712196827,"(51.0374712196827, -114.167774190061)",1,,
BREWSTERS BREWING COMPANY & RESTAURANT / BEER REVOLUTION,834 11 AV SW,FOOD SERVICE - PREMISES (SEATING),BELTLINE,RENEWAL LICENSED,02/18/2010 12:00:00 AM,-114.081062231612,51.0431306589766,"(51.0431306589766, -114.081062231612)",1,,
SEASONS OF BOWNESS PARK,8900 48 AV NW,FOOD SERVICE - PREMISES (SEATING),BOWNESS,RENEWAL LICENSED,01/07/2016 12:00:00 AM,-114.216556722091,51.0967573624084,"(51.0967573624084, -114.216556722091)",1,,
FRESH SELECTS DELI,807 7 ST SW,FOOD SERVICE - PREMISES (SEATING),DOWNTOWN COMMERCIAL CORE,RENEWAL LICENSED,01/21/2003 12:00:00 AM,-114.079157219888,51.0457226095382,"(51.0457226095382, -114.079157219888)",1,,
STARBUCKS COFFEE #4382,#226 321 6 AV SW,FOOD SERVICE - PREMISES (SEATING),DOWNTOWN COMMERCIAL CORE,RENEWAL LICENSED,02/23/2000 12:00:00 AM,-114.068747548552,51.0473296585417,"(51.0473296585417, -114.068747548552)",1,,
EDO JAPAN,141B STEWART GR SW,FOOD SERVICE - PREMISES (SEATING),SIGNAL HILL,RENEWAL LICENSED,06/20/2005 12:00:00 AM,-114.168794223253,51.0170463780141,"(51.0170463780141, -114.168794223253)",1,,
KENSINGTON PUB (THE),207 10A ST NW,FOOD SERVICE - PREMISES (SEATING),HILLHURST,RENEWAL LICENSED,05/15/1995 12:00:00 AM,-114.087543651682,51.0528429078427,"(51.0528429078427, -114.087543651682)",1,,
TIM HORTONS,#200 2550 COUNTRY HILLS BV NE,FOOD SERVICE - PREMISES (SEATING),STONEGATE LANDING,LICENSED,04/03/2017 12:00:00 AM,-113.999817678449,51.1547611111469,"(51.1547611111469, -113.999817678449)",1,,
JAMESONS IRISH PUB,1230 17 AV SW,FOOD SERVICE - PREMISES (SEATING),BELTLINE,RENEWAL LICENSED,07/06/2011 12:00:00 AM,-114.090865182211,51.0380923632851,"(51.0380923632851, -114.090865182211)",1,,
TWE'S SUB,#7 2115 27 AV NE,FOOD SERVICE - PREMISES (SEATING),SOUTH AIRWAYS,RENEWAL LICENSED,02/16/2016 12:00:00 AM,-114.009854690648,51.0762273853776,"(51.0762273853776, -114.009854690648)",1,,
SHIRAZ,1120 CENTRE ST NE,FOOD SERVICE - PREMISES (SEATING),CRESCENT HEIGHTS,PENDING RENEWAL,09/26/2016 12:00:00 AM,-114.062177419544,51.0623011639567,"(51.0623011639567, -114.062177419544)",1,,
VASILI'S DINER,1320 HASTINGS CR SE,FOOD SERVICE - PREMISES (SEATING),HIGHFIELD,EXPIRED,05/13/2015 12:00:00 AM,-114.033046089635,51.0139847577299,"(51.0139847577299, -114.033046089635)",1,,
CAFE FRESCO,#124 500 ROYAL OAK DR NW,FOOD SERVICE - PREMISES (SEATING),ROYAL OAK,RENEWAL LICENSED,06/18/2015 12:00:00 AM,-114.233472147926,51.1388706513947,"(51.1388706513947, -114.233472147926)",1,,
EGGS & MORE FAMILY RESTAURANT,5441 FALSBRIDGE DR NE,FOOD SERVICE - PREMISES (SEATING),FALCONRIDGE,RENEWAL LICENSED,01/19/2010 12:00:00 AM,-113.957601719092,51.0975597477172,"(51.0975597477172, -113.957601719092)",1,,
PAZZER'S PUB,#1 5032 16 AV NW,FOOD SERVICE - PREMISES (SEATING),MONTGOMERY,RENEWAL LICENSED,12/17/2003 12:00:00 AM,-114.165247735306,51.0741644962577,"(51.0741644962577, -114.165247735306)",1,,
CANADIAN PIZZA UNLIMITED,#6 7005 18 ST SE,FOOD SERVICE - PREMISES (SEATING),OGDEN,RENEWAL LICENSED,06/22/2016 12:00:00 AM,-114.016100364968,50.9907250426011,"(50.9907250426011, -114.016100364968)",1,,
GREAT TASTE CHINESE RESTAURANT,#101 123 2 AV SE,FOOD SERVICE - PREMISES (SEATING),CHINATOWN,RENEWAL LICENSED,06/06/2011 12:00:00 AM,-114.061275894666,51.0509522641556,"(51.0509522641556, -114.061275894666)",1,,
FIVE STAR BINGO,4980 25 ST SE,FOOD SERVICE - PREMISES (SEATING),VALLEYFIELD,RENEWAL LICENSED,04/27/2000 12:00:00 AM,-113.997708072118,51.0091160890581,"(51.0091160890581, -113.997708072118)",1,,
SHANGHAI CLASSIC RESTAURANT,#C 8282 CENTRE ST NE,FOOD SERVICE - PREMISES (SEATING),BEDDINGTON HEIGHTS,PENDING RENEWAL,10/01/2012 12:00:00 AM,-114.070262410687,51.1282503686781,"(51.1282503686781, -114.070262410687)",1,,
SUSHI BISTRO ANZU,#2 1721 CENTRE ST NW,FOOD SERVICE - PREMISES (SEATING),TUXEDO PARK,RENEWAL LICENSED,12/10/2013 12:00:00 AM,-114.063110646258,51.0677316516535,"(51.0677316516535, -114.063110646258)",1,,
M & N PIZZA & RESTAURANT,#320 4774 WESTWINDS DR NE,FOOD SERVICE - PREMISES (SEATING),WESTWINDS,RENEWAL INVOICED,09/17/2015 12:00:00 AM,-113.966476246513,51.1013607572836,"(51.1013607572836, -113.966476246513)",1,,
TEA FUNNY,#123 1323 CENTRE ST NW,FOOD SERVICE - PREMISES (SEATING),CRESCENT HEIGHTS,RENEWAL LICENSED,04/15/2013 12:00:00 AM,-114.062983885846,51.0639865042952,"(51.0639865042952, -114.062983885846)",1,,
ENERJE CAFE,1075 FALCONRIDGE DR NE,FOOD SERVICE - PREMISES (SEATING),FALCONRIDGE,EXPIRED,01/23/2015 12:00:00 AM,-113.955808934538,51.0987825106675,"(51.0987825106675, -113.955808934538)",1,,
MUG SHOTZ SPORTS BAR & GRILL,#12 2808 OGDEN RD SE,FOOD SERVICE - PREMISES (SEATING),ALYTH/BONNYBROOK,PENDING RENEWAL,08/29/2007 12:00:00 AM,-114.03003928071,51.0295329313883,"(51.0295329313883, -114.03003928071)",1,,
STETSON VILLAGE INN,10002 MACLEOD TR SE,FOOD SERVICE - PREMISES (SEATING),WILLOW PARK,RENEWAL LICENSED,02/21/2001 12:00:00 AM,-114.070237835384,50.9612730417691,"(50.9612730417691, -114.070237835384)",1,,
MOON KOREAN BBQ,#24 240 MIDPARK WY SE,FOOD SERVICE - PREMISES (SEATING),MIDNAPORE,RENEWAL INVOICED,05/23/2014 12:00:00 AM,-114.062910649424,50.9137633621434,"(50.9137633621434, -114.062910649424)",1,,
ROOSEVELT,#105 933 17 AV SW,FOOD SERVICE - PREMISES (SEATING),MOUNT ROYAL LOWER,RENEWAL LICENSED,10/12/2000 12:00:00 AM,-114.083820404697,51.0375636569325,"(51.0375636569325, -114.083820404697)",1,,
PANAGO PIZZA,26 HIGH ST SE,FOOD SERVICE - PREMISES (SEATING),MCKENZIE TOWNE,PENDING RENEWAL,09/17/2004 12:00:00 AM,-113.959999283393,50.915806868914,"(50.915806868914, -113.959999283393)",1,,
FUSION SUSHI,1137 17 AV SW,FOOD SERVICE - PREMISES (SEATING),MOUNT ROYAL LOWER,RENEWAL LICENSED,04/13/2016 12:00:00 AM,-114.089402632919,51.0375745194752,"(51.0375745194752, -114.089402632919)",1,,
TACO TIME,#900 22 MIDLAKE BV SE,FOOD SERVICE - PREMISES (SEATING),MIDNAPORE,RENEWAL INVOICED,07/24/2014 12:00:00 AM,-114.064117120792,50.9148442832915,"(50.9148442832915, -114.064117120792)",1,,
LOCAL 510 TAVERN,510 17 AV SW,FOOD SERVICE - PREMISES (SEATING),BELTLINE,RENEWAL LICENSED,07/19/2001 12:00:00 AM,-114.07218648839,51.0380115344147,"(51.0380115344147, -114.07218648839)",1,,
DAIRY QUEEN,14923 DEER RIDGE DR SE,FOOD SERVICE - PREMISES (SEATING),DEER RIDGE,PENDING RENEWAL,09/09/2004 12:00:00 AM,-114.0264255549,50.9302490989858,"(50.9302490989858, -114.0264255549)",1,,
JULIE'S BAKESHOP,#104 255 28 ST SE,FOOD SERVICE - PREMISES (SEATING),MERIDIAN,LICENSED,04/05/2017 12:00:00 AM,-113.993732029996,51.0498431342497,"(51.0498431342497, -113.993732029996)",1,,
BLUE OCEAN VIETNAMESE RESTAURANT,#105 5809 MACLEOD TR SW,FOOD SERVICE - PREMISES (SEATING),WINDSOR PARK,PENDING RENEWAL,11/09/2015 12:00:00 AM,-114.072581403506,51.0019493923615,"(51.0019493923615, -114.072581403506)",1,,
ROCKY RIDGE RETIREMENT COMMUNITY DINNING ROOM,10715 ROCKY RIDGE BV NW,FOOD SERVICE - PREMISES (SEATING),ROCKY RIDGE,PENDING RENEWAL,06/01/2011 12:00:00 AM,-114.242833877479,51.143414796928,"(51.143414796928, -114.242833877479)",1,,
CITIZEN BREWING COMPANY,227 35 AV NE,FOOD SERVICE - PREMISES (SEATING),GREENVIEW INDUSTRIAL PARK,LICENSED,03/03/2017 12:00:00 AM,-114.058404628944,51.0838839605098,"(51.0838839605098, -114.058404628944)",1,,
HEAVEN ARTISAN GF CUISINE,#119 1013 17 AV SW,FOOD SERVICE - PREMISES (SEATING),MOUNT ROYAL LOWER,PENDING RENEWAL,07/16/2012 12:00:00 AM,-114.0849837513,51.0375484080331,"(51.0375484080331, -114.0849837513)",1,,
TACO TIME,#854 33 HERITAGE MEADOWS WY SE,FOOD SERVICE - PREMISES (SEATING),EAST FAIRVIEW INDUSTRIAL,RENEWAL LICENSED,02/02/2006 12:00:00 AM,-114.039521703618,50.9810738211497,"(50.9810738211497, -114.039521703618)",1,,
SUBWAY,#174 8888 COUNTRY HILLS BV NW,FOOD SERVICE - PREMISES (SEATING),ROYAL VISTA,RENEWAL INVOICED,08/11/2006 12:00:00 AM,-114.212955726132,51.1510798481622,"(51.1510798481622, -114.212955726132)",1,,
EDELWEISS IMPORTS,1921 20 AV NW,FOOD SERVICE - PREMISES (SEATING),BANFF TRAIL,RENEWAL LICENSED,06/09/2000 12:00:00 AM,-114.105407171507,51.0702577685069,"(51.0702577685069, -114.105407171507)",1,,
UPTOWN PIZZA,511 4 AV SW,FOOD SERVICE - PREMISES (SEATING),DOWNTOWN COMMERCIAL CORE,RENEWAL INVOICED,02/23/2016 12:00:00 AM,-114.072260371729,51.0493249863351,"(51.0493249863351, -114.072260371729)",1,,
STARBUCKS COFFEE #17310,2513 14 ST SW,FOOD SERVICE - PREMISES (SEATING),BANKVIEW,RENEWAL LICENSED,10/24/2013 12:00:00 AM,-114.095190401749,51.0317714423897,"(51.0317714423897, -114.095190401749)",1,,
JAVINO COFFEE AND WINE BAR,#902 10 DISCOVERY RIDGE HL SW,FOOD SERVICE - PREMISES (SEATING),DISCOVERY RIDGE,PENDING RENEWAL,08/20/2013 12:00:00 AM,-114.213101964846,51.0155035579152,"(51.0155035579152, -114.213101964846)",1,,
SUCRE PATISSERIE,1007 8 ST SW,FOOD SERVICE - PREMISES (SEATING),BELTLINE,PENDING RENEWAL,07/26/2016 12:00:00 AM,-114.082075326687,51.0435736934535,"(51.0435736934535, -114.082075326687)",1,,
OPA AVIATION CROSSING,#105 465 AVIATION RD NE,FOOD SERVICE - PREMISES (SEATING),CALGARY INTERNATIONAL AIRPORT,RENEWAL LICENSED,03/28/2016 12:00:00 AM,-114.030534549628,51.0973345716345,"(51.0973345716345, -114.030534549628)",1,,
REHABILITATION SOCIETY OF CALGARY,7 11 ST NE,FOOD SERVICE - PREMISES (SEATING),BRIDGELAND/RIVERSIDE,PENDING RENEWAL,10/18/1995 12:00:00 AM,-114.03716936622,51.0486303237789,"(51.0486303237789, -114.03716936622)",1,,
A & W,#130 225 7 AV SW,FOOD SERVICE - PREMISES (SEATING),DOWNTOWN COMMERCIAL CORE,RENEWAL LICENSED,07/18/2007 12:00:00 AM,-114.067117715941,51.0461441815421,"(51.0461441815421, -114.067117715941)",1,,
TOPS PIZZA,#7 5602 4 ST NW,FOOD SERVICE - PREMISES (SEATING),THORNCLIFFE,RENEWAL LICENSED,12/11/1997 12:00:00 AM,-114.070691685427,51.1013378985848,"(51.1013378985848, -114.070691685427)",1,,
INFUSION CAFE & BISTRO,#210 555 4 AV SW,FOOD SERVICE - PREMISES (SEATING),DOWNTOWN COMMERCIAL CORE,RENEWAL INVOICED,08/01/2012 12:00:00 AM,-114.073170667845,51.049380684028,"(51.049380684028, -114.073170667845)",1,,
SUBWAY SANDWICHES & SALADS,#18 7750 RANCHVIEW DR NW,FOOD SERVICE - PREMISES (SEATING),RANCHLANDS,RENEWAL INVOICED,09/11/2014 12:00:00 AM,-114.180270301702,51.1207095084319,"(51.1207095084319, -114.180270301702)",1,,
WENDYS,1927 UXBRIDGE DR NW,FOOD SERVICE - PREMISES (SEATING),UNIVERSITY HEIGHTS,RENEWAL LICENSED,05/14/2015 12:00:00 AM,-114.130096732584,51.0691823653852,"(51.0691823653852, -114.130096732584)",1,,
SANTORINI GREEK TAVERNA,1502 CENTRE ST NE,FOOD SERVICE - PREMISES (SEATING),CRESCENT HEIGHTS,RENEWAL LICENSED,10/07/1994 12:00:00 AM,-114.062222239311,51.0652486476262,"(51.0652486476262, -114.062222239311)",1,,
JOEYS RESTAURANT,3224 17 AV SW,FOOD SERVICE - PREMISES (SEATING),SHAGANAPPI,RENEWAL LICENSED,01/31/2013 12:00:00 AM,-114.133371089765,51.0381173678991,"(51.0381173678991, -114.133371089765)",1,,
MOLSON BREWHOUSE,2000 AIRPORT RD NE,FOOD SERVICE - PREMISES (SEATING),CALGARY INTERNATIONAL AIRPORT,PENDING RENEWAL,09/13/2006 12:00:00 AM,-114.006647468536,51.1289921492459,"(51.1289921492459, -114.006647468536)",1,,
GRUMANS CATERING,#101 230 11 AV SE,FOOD SERVICE - PREMISES (SEATING),BELTLINE,RENEWAL LICENSED,03/01/2012 12:00:00 AM,-114.058920127492,51.0425071305498,"(51.0425071305498, -114.058920127492)",1,,
CACTUS CLUB CAFE,7010 MACLEOD TR SE,FOOD SERVICE - PREMISES (SEATING),FAIRVIEW INDUSTRIAL,RENEWAL LICENSED,05/21/2009 12:00:00 AM,-114.070419601802,50.9916518430983,"(50.9916518430983, -114.070419601802)",1,,
BONTERRA,1016 8 ST SW,FOOD SERVICE - PREMISES (SEATING),BELTLINE,RENEWAL LICENSED,04/09/2001 12:00:00 AM,-114.080959041174,51.0435738045237,"(51.0435738045237, -114.080959041174)",1,,
CRAVINGS BAGELS & DESSERTS,1441 29 ST NW,FOOD SERVICE - PREMISES (SEATING),ST. ANDREWS HEIGHTS,RENEWAL LICENSED,07/04/2016 12:00:00 AM,-114.134420435123,51.0645875321878,"(51.0645875321878, -114.134420435123)",1,,
EDO JAPAN,#238 1221 CANYON MEADOWS DR SE,FOOD SERVICE - PREMISES (SEATING),DEER RIDGE,PENDING RENEWAL,07/24/2012 12:00:00 AM,-114.027859829638,50.930626602103,"(50.930626602103, -114.027859829638)",1,,
KINGFISHER SEAFOOD RESTAURANT,#203 328 CENTRE ST SE,FOOD SERVICE - PREMISES (SEATING),CHINATOWN,RENEWAL LICENSED,02/05/2008 12:00:00 AM,-114.06173560558,51.0495683812247,"(51.0495683812247, -114.06173560558)",1,,
PEGASUS RESTAURANT,4824 16 ST SW,FOOD SERVICE - PREMISES (SEATING),ALTADORE,RENEWAL LICENSED,10/08/2010 12:00:00 AM,-114.099867347893,51.0109101840048,"(51.0109101840048, -114.099867347893)",1,,
HAGE'S MIDEAST FOODS & HALAL MEATS,#212 1440 52 ST NE,FOOD SERVICE - PREMISES (SEATING),MARLBOROUGH PARK,EXPIRED,01/30/2003 12:00:00 AM,-113.95567232402,51.0642317349845,"(51.0642317349845, -113.95567232402)",1,,
PHO DAU BO,#110 4909 17 AV SE,FOOD SERVICE - PREMISES (SEATING),FOREST LAWN INDUSTRIAL,RENEWAL LICENSED,02/28/2008 12:00:00 AM,-113.963487564266,51.036716802393,"(51.036716802393, -113.963487564266)",1,,
CHICAGO PUB & GRILL,4214C 17 AV SE,FOOD SERVICE - PREMISES (SEATING),FOREST LAWN,RENEWAL LICENSED,07/23/2014 12:00:00 AM,-113.973393980846,51.0381512879886,"(51.0381512879886, -113.973393980846)",1,,
CHIANTI RESTAURANT,#444 10816 MACLEOD TR SE,FOOD SERVICE - PREMISES (SEATING),WILLOW PARK,RENEWAL LICENSED,10/07/1994 12:00:00 AM,-114.070650103935,50.9560880861236,"(50.9560880861236, -114.070650103935)",1,,
SMITTY'S,#7 1200 37 ST SW,FOOD SERVICE - PREMISES (SEATING),ROSSCARROCK,RENEWAL LICENSED,01/30/2002 12:00:00 AM,-114.139783334929,51.0422406294626,"(51.0422406294626, -114.139783334929)",1,,
STARBUCKS COFFEE #4773,#110 396 11 AV SW,FOOD SERVICE - PREMISES (SEATING),BELTLINE,RENEWAL LICENSED,05/06/2008 12:00:00 AM,-114.071092904253,51.0428869170353,"(51.0428869170353, -114.071092904253)",1,,
BEST WESTERN VILLAGE PARK INN,1804 CROWCHILD TR NW,FOOD SERVICE - PREMISES (SEATING),BANFF TRAIL,PENDING RENEWAL,10/05/2011 12:00:00 AM,-114.116661773214,51.068327787489,"(51.068327787489, -114.116661773214)",1,,
IHOP RESTAURANT,#500 70 SHAWVILLE BV SE,FOOD SERVICE - PREMISES (SEATING),SHAWNESSY,RENEWAL LICENSED,09/25/2012 12:00:00 AM,-114.065787678948,50.9046494408147,"(50.9046494408147, -114.065787678948)",1,,
PITA PIT,#168 1440 52 ST NE,FOOD SERVICE - PREMISES (SEATING),MARLBOROUGH PARK,PENDING RENEWAL,09/03/2013 12:00:00 AM,-113.957640960962,51.0623786331647,"(51.0623786331647, -113.957640960962)",1,,
JINYA RAMEN BAR,#180 1800 4 ST SW,FOOD SERVICE - PREMISES (SEATING),MISSION,LICENSED,11/03/2016 12:00:00 AM,-114.070772979353,51.0369367947233,"(51.0369367947233, -114.070772979353)",1,,
BAR VON DER FELS,1005A 1 ST SW,FOOD SERVICE - PREMISES (SEATING),BELTLINE,RENEWAL LICENSED,08/26/2016 12:00:00 AM,-114.066021833133,51.0431314314428,"(51.0431314314428, -114.066021833133)",1,,
SCOTSMAN'S WELL,#116 12024 SYMONS VALLEY RD NW,FOOD SERVICE - PREMISES (SEATING),EVANSTON,RENEWAL LICENSED,04/03/2007 12:00:00 AM,-114.124321847079,51.1622710228719,"(51.1622710228719, -114.124321847079)",1,,
A & W # 1713,2608 39 AV NE,FOOD SERVICE - PREMISES (SEATING),HORIZON,RENEWAL INVOICED,09/03/2014 12:00:00 AM,-114.000894928618,51.0890951812115,"(51.0890951812115, -114.000894928618)",1,,
RICKY'S ALL DAY GRILL,#860 8180 11 ST SE,FOOD SERVICE - PREMISES (SEATING),EAST FAIRVIEW INDUSTRIAL,PENDING RENEWAL,07/20/2016 12:00:00 AM,-114.041925436945,50.9781925940328,"(50.9781925940328, -114.041925436945)",1,,
METRO FAIRWAY INDOOR GOLFING,#10 5220 4 ST NE,FOOD SERVICE - PREMISES (SEATING),SKYLINE WEST,PENDING RENEWAL,10/27/2011 12:00:00 AM,-114.053190102834,51.0980237342254,"(51.0980237342254, -114.053190102834)",1,,
KIMS CAFE,1920 BOW TR SW,FOOD SERVICE - PREMISES (SEATING),SUNALTA,RENEWAL LICENSED,08/10/2007 12:00:00 AM,-114.106891713509,51.0467691732855,"(51.0467691732855, -114.106891713509)",1,,
MY DONAIR,424 ERIN WOODS DR SE,FOOD SERVICE - PREMISES (SEATING),ERIN WOODS,RENEWAL LICENSED,04/10/2008 12:00:00 AM,-113.960334592073,51.0237546202873,"(51.0237546202873, -113.960334592073)",1,,
SHAWNESSY SUBWAY (#14842),#3 275 SHAWVILLE BV SE,FOOD SERVICE - PREMISES (SEATING),SHAWNESSY,PENDING RENEWAL,08/24/2009 12:00:00 AM,-114.068012020151,50.9014299364058,"(50.9014299364058, -114.068012020151)",1,,
VITALITY TAP,#201 420 2 ST SW,FOOD SERVICE - PREMISES (SEATING),DOWNTOWN COMMERCIAL CORE,PENDING RENEWAL,08/21/2015 12:00:00 AM,-114.066618806678,51.0489287859163,"(51.0489287859163, -114.066618806678)",1,,
TOPPLER BOWL,#11 7640 FAIRMOUNT DR SE,FOOD SERVICE - PREMISES (SEATING),FAIRVIEW,RENEWAL LICENSED,07/25/1995 12:00:00 AM,-114.059241854948,50.9854183224076,"(50.9854183224076, -114.059241854948)",1,,
PENBROOKE MEADOWS COMMUNITY ASSOCIATION,6100 PENBROOKE DR SE,FOOD SERVICE - PREMISES (SEATING),PENBROOKE MEADOWS,RENEWAL LICENSED,10/29/2014 12:00:00 AM,-113.946315804645,51.0459373936791,"(51.0459373936791, -113.946315804645)",1,,
JACK ASTOR'S BAR & GRILL,9823 MACLEOD TR SW,FOOD SERVICE - PREMISES (SEATING),HAYSBORO,RENEWAL LICENSED,10/28/1997 12:00:00 AM,-114.07332881298,50.9655005182274,"(50.9655005182274, -114.07332881298)",1,,
MR SUB,#10 3330 17 AV SE,FOOD SERVICE - PREMISES (SEATING),ALBERT PARK/RADISSON HEIGHTS,PENDING RENEWAL,05/31/2000 12:00:00 AM,-113.98806108253,51.0389031036845,"(51.0389031036845, -113.98806108253)",1,,
OCEANA RESTAURANT & BAR,101 7 ST SW,FOOD SERVICE - PREMISES (SEATING),EAU CLAIRE,RENEWAL LICENSED,05/24/2006 12:00:00 AM,-114.078807361463,51.0520014804027,"(51.0520014804027, -114.078807361463)",1,,
